,full_name,selling_price,new_price,year,seller_type,km_driven,owner_type,fuel_type,transmission_type,mileage,engine,max_power,seats
12413,Maruti Alto K10 VXI,2.98 Lakh*,,2017,Individual,"50,000 kms",First Owner,Petrol,Manual,Mileage23.95 kmpl,Engine998 CC,Max Power67.05 bhp,Seats5
12414,Maruti Swift VXi BSIV,2.4 Lakh*,New Car (On-Road Price) : Rs.6.04-8.98 Lakh*,2010,Dealer,"75,000 kms",First Owner,Petrol,Manual,Mileage16.1 kmpl,Engine1197 CC,Max Power85 bhp,Seats5
12415,Toyota Fortuner 4x2 AT,12.65 Lakh*,New Car (On-Road Price) : Rs.39.97-46.24 Lakh*,2012,Dealer,"51,000 kms",First Owner,Diesel,Automatic,Mileage12.55 kmpl,Engine2982 CC,Max Power168.5 bhp,Seats7
12416,Hyundai Grand i10 CRDi Magna,3.25 Lakh*,,2014,Dealer,"55,000 kms",First Owner,Diesel,Manual,Mileage24.0 kmpl,Engine1120 CC,Max Power70 bhp,Seats5
12417,Skoda Octavia 1.8 TSI AT L K,22 Lakh*,New Car (On-Road Price) : Rs.41.51 Lakh*,2017,Dealer,"3,700 kms",First Owner,Petrol,Automatic,Mileage15.1 kmpl,Engine1798 CC,Max Power178 bhp,Seats5
12418,Tata Nexon 1.5 Diesel,8.5 Lakh*,New Car (On-Road Price) : Rs.9.54-14.48 Lakh*,2017,Individual,"26,700 kms",First Owner,Diesel,Manual,,Engine1497 CC,Max Power108.5 bhp,Seats5
12419,Audi A4 35 TDI Premium Plus,28 Lakh*,,2017,Individual,"45,500 kms",First Owner,Diesel,Automatic,Mileage18.25 kmpl,Engine1968 CC,Max Power187.74 bhp,Seats5
12420,Hyundai i10 Magna 1.1,2.68 Lakh*,New Car (On-Road Price) : Rs.6.48-6.57 Lakh*,2013,Dealer,"59,654 kms",First Owner,Petrol,Manual,Mileage19.81 kmpl,Engine1086 CC,Max Power68.05 bhp,Seats5
12421,Maruti Wagon R LXI,2.31 Lakh*,New Car (On-Road Price) : Rs.5.11-6.79 Lakh*,2012,Dealer,"49,000 kms",First Owner,Petrol,Manual,Mileage20.51 kmpl,Engine998 CC,Max Power67.04 bhp,Seats5
12422,Audi Q3 2015-2017 30 TDI,24.99 Lakh*,,2018,Dealer,"46,000 kms",First Owner,Diesel,Manual,Mileage17.32 kmpl,Engine1968 CC,Max Power138.13 bhp,Seats5
12423,Maruti Vitara Brezza VDi Option,7.65 Lakh*,,2018,Dealer,"42,000 kms",First Owner,Diesel,Manual,Mileage24.3 kmpl,Engine1248 CC,Max Power88.5 bhp,Seats5
12424,Toyota Platinum Etios 1.5 VX,6.25 Lakh*,,2017,Dealer,"29,000 kms",First Owner,Petrol,Manual,Mileage16.78 kmpl,Engine1496 CC,Max Power88.73 bhp,Seats5
12425,Tata Indigo GLX BS III,1.15 Lakh*,,2010,Individual,"58,000 kms",First Owner,Petrol,Manual,Mileage15.2 kmpl,Engine1193 CC,Max Power65 bhp,Seats5
12426,Honda City 1.5 S MT,3.2 Lakh*,New Car (On-Road Price) : Rs.12.68-16.80 Lakh*,2011,Individual,"72,000 kms",First Owner,Petrol,Manual,Mileage17.0 kmpl,Engine1497 CC,Max Power118 bhp,Seats5
12427,Maruti SX4 S Cross DDiS 200 Zeta,5.5 Lakh*,,2016,Individual,"90,000 kms",First Owner,Diesel,Manual,Mileage23.65 kmpl,Engine1248 CC,Max Power88.5 bhp,Seats5
12428,Maruti Wagon R LXI,2.3 Lakh*,New Car (On-Road Price) : Rs.5.11-6.79 Lakh*,2012,Dealer,"65,000 kms",First Owner,Petrol,Manual,Mileage21.79 kmpl,Engine998 CC,Max Power67.05 bhp,Seats5
12429,Toyota Innova Crysta 2016-2020 2.8 GX AT BSIV,15.5 Lakh*,New Car (On-Road Price) : Rs.19.90-29.90 Lakh*,2017,Dealer,"65,000 kms",First Owner,Diesel,Automatic,Mileage11.36 kmpl,Engine2755 CC,Max Power171.5 bhp,Seats7
12430,Mahindra Marazzo M2,6 Lakh*,New Car (On-Road Price) : Rs.13.79-16.31 Lakh*,2019,Dealer,"70,000 kms",First Owner,Diesel,Manual,Mileage17.3 kmpl,Engine1497 CC,Max Power121 bhp,Seats7
12431,Maruti Ertiga ZXI Plus Petrol,7.5 Lakh*,New Car (On-Road Price) : Rs.8.62-12.06 Lakh*,2017,Dealer,"50,000 kms",First Owner,Petrol,Manual,Mileage19.34 kmpl,Engine1462 CC,Max Power103 bhp,Seats7
12432,Hyundai Verna 1.6 CRDI SX Option,7.25 Lakh*,,2016,Dealer,"25,000 kms",First Owner,Diesel,Manual,Mileage23.9 kmpl,Engine1582 CC,Max Power126.2 bhp,Seats5
12433,Hyundai Venue SX Sport iMT,10.5 Lakh*,New Car (On-Road Price) : Rs.8.06-13.75 Lakh*,2019,Dealer,"12,000 kms",First Owner,Petrol,Manual,Mileage18.0 kmpl,Engine998 CC,Max Power118.35 bhp,Seats5
12434,Ford Endeavour 3.2 Titanium AT 4X4,28.99 Lakh*,New Car (On-Road Price) : Rs.35.75-42.06 Lakh*,2018,Dealer,"48,000 kms",First Owner,Diesel,Automatic,Mileage10.91 kmpl,Engine3198 CC,Max Power197 bhp,Seats7
12435,Hyundai Elantra SX AT,6.9 Lakh*,New Car (On-Road Price) : Rs.20.71-23.14 Lakh*,2013,Dealer,"66,612 kms",First Owner,Petrol,Automatic,Mileage14.5 kmpl,Engine1797 CC,Max Power147.5 bhp,Seats5
12436,Maruti Baleno Sigma 1.2,4.7 Lakh*,New Car (On-Road Price) : Rs.6.77-10.55 Lakh*,2016,Individual,"33,000 kms",First Owner,Petrol,Manual,Mileage21.4 kmpl,Engine1197 CC,Max Power83.1 bhp,Seats5
12437,Hyundai Elantra SX,5.54 Lakh*,New Car (On-Road Price) : Rs.20.71-23.14 Lakh*,2013,Dealer,"67,000 kms",First Owner,Petrol,Manual,Mileage16.3 kmpl,Engine1797 CC,Max Power147.5 bhp,Seats5
12438,Maruti Vitara Brezza VDi Option,8.25 Lakh*,,2018,Dealer,"10,000 kms",First Owner,Diesel,Manual,Mileage24.3 kmpl,Engine1248 CC,Max Power88.5 bhp,Seats5
12439,Hyundai i20 1.2 Sportz,3.24 Lakh*,New Car (On-Road Price) : Rs.8.03-13.41 Lakh*,2012,Dealer,"55,000 kms",First Owner,Petrol,Manual,Mileage17.0 kmpl,Engine1197 CC,Max Power80 bhp,Seats5
12440,Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,5.9 Lakh*,New Car (On-Road Price) : Rs.8.68-15.33 Lakh*,2017,Dealer,"48,000 kms",First Owner,Petrol,Manual,Mileage15.0 kmpl,Engine1598 CC,Max Power103.52 bhp,Seats5
12441,Hyundai Santro Xing XL,"50,000*",,2005,Individual,"1,00,000 kms",First Owner,Petrol,Manual,,Engine1086 CC,,Seats5
12442,Honda Amaze S i-VTEC,4.65 Lakh*,New Car (On-Road Price) : Rs.7.04-9.90 Lakh*,2016,Dealer,"52,306 kms",First Owner,Petrol,Manual,Mileage17.8 kmpl,Engine1198 CC,Max Power86.7 bhp,Seats5
12443,Mahindra Thar CRDe AC,5.9 Lakh*,New Car (On-Road Price) : Rs.14.75-16.92 Lakh*,2014,Dealer,"49,000 kms",First Owner,Diesel,Manual,Mileage16.55 kmpl,Engine2498 CC,Max Power105 bhp,Seats6
12444,Maruti Swift Dzire AMT VXI BS IV,6.2 Lakh*,New Car (On-Road Price) : Rs.6.74-10.04 Lakh*,2017,Dealer,"19,843 kms",First Owner,Petrol,Automatic,Mileage22.0 kmpl,Engine1197 CC,Max Power81.80 bhp,Seats5
12445,Mercedes-Benz S-Class S 350 L,13.5 Lakh*,New Car (On-Road Price) : Rs.1.64Cr-3.19 Cr*,2009,Individual,"51,000 kms",First Owner,Petrol,Automatic,Mileage10.13 kmpl,Engine3498 CC,Max Power364.9 bhp,Seats5
12446,BMW 5 Series 520d Sport Line,37 Lakh*,New Car (On-Road Price) : Rs.73.20-82.67 Lakh*,2018,Dealer,"34,000 kms",First Owner,Diesel,Automatic,Mileage22.48 kmpl,Engine1995 CC,Max Power187.74 bhp,Seats5
12447,Maruti Wagon R CNG LXI BSIV,4.25 Lakh*,New Car (On-Road Price) : Rs.5.98-6.06 Lakh*,2018,Trustmark Dealer,"33,955 kms",First Owner,CNG,Manual,Mileage33.54 km/kg,Engine998 CC,Max Power67.04 bhp,Seats5
12448,BMW 5 Series 520d Luxury Line,45 Lakh*,New Car (On-Road Price) : Rs.73.20-82.67 Lakh*,2019,Dealer,"18,000 kms",First Owner,Diesel,Automatic,Mileage22.48 kmpl,Engine1995 CC,Max Power187.74 bhp,Seats5
12449,Honda Amaze S i-Dtech,3.5 Lakh*,New Car (On-Road Price) : Rs.8.77-11.37 Lakh*,2014,Dealer,"58,000 kms",First Owner,Diesel,Manual,Mileage25.8 kmpl,Engine1498 CC,Max Power98.6 bhp,Seats5
12450,Honda Brio 1.2 VX AT,5.2 Lakh*,,2016,Dealer,"26,000 kms",First Owner,Petrol,Automatic,Mileage16.5 kmpl,Engine1198 CC,Max Power86.8 bhp,Seats5
12451,Toyota Camry 2.5 G,10.99 Lakh*,New Car (On-Road Price) : Rs.45.00 Lakh*,2014,Dealer,"53,000 kms",First Owner,Petrol,Automatic,Mileage12.98 kmpl,Engine2494 CC,Max Power178.3 bhp,Seats5
12452,Mahindra XUV500 AT W6 2WD,13 Lakh*,New Car (On-Road Price) : Rs.16.54-23.28 Lakh*,2018,Dealer,"18,000 kms",First Owner,Diesel,Automatic,Mileage16.0 kmpl,Engine2179 CC,Max Power140 bhp,Seats7
12453,Maruti Ciaz VDi Plus,5.11 Lakh*,,2015,Dealer,"61,000 kms",First Owner,Diesel,Manual,Mileage26.21 kmpl,Engine1248 CC,Max Power88.5 bhp,Seats5
12454,Honda Amaze VX Petrol,4.25 Lakh*,New Car (On-Road Price) : Rs.7.04-9.90 Lakh*,2016,Dealer,"48,000 kms",First Owner,Petrol,Manual,Mileage18.6 kmpl,Engine1199 CC,Max Power88.76 bhp,Seats5
12455,Audi A6 2.0 TDI Premium Plus,13.75 Lakh*,,2012,Dealer,"36,000 kms",First Owner,Diesel,Automatic,Mileage17.68 kmpl,Engine1968 CC,Max Power174.33 bhp,Seats5
12456,Honda City 1.5 V AT,3.52 Lakh*,New Car (On-Road Price) : Rs.12.68-16.80 Lakh*,2010,Dealer,"57,000 kms",First Owner,Petrol,Automatic,Mileage16.8 kmpl,Engine1497 CC,Max Power118 bhp,Seats5
12457,Maruti Wagon R VXI AMT1.2BSIV,3.95 Lakh*,New Car (On-Road Price) : Rs.5.11-6.79 Lakh*,2015,Dealer,"27,000 kms",First Owner,Petrol,Automatic,Mileage21.5 kmpl,Engine1197 CC,Max Power81.80 bhp,Seats5
12458,Hyundai Verna 1.6 SX VTVT (O) AT,4.5 Lakh*,New Car (On-Road Price) : Rs.10.54-16.52 Lakh*,2012,Dealer,"74,100 kms",First Owner,Petrol,Automatic,Mileage17.1 kmpl,Engine1591 CC,Max Power121.4 bhp,Seats5
12459,BMW 5 Series 520d Luxury Line,36 Lakh*,,2017,Dealer,"55,000 kms",First Owner,Diesel,Automatic,Mileage22.48 kmpl,Engine1995 CC,Max Power187.74 bhp,Seats5
12460,Hyundai Verna VTVT 1.6 SX,8.95 Lakh*,New Car (On-Road Price) : Rs.10.63-16.52 Lakh*,2019,Dealer,"19,608 kms",First Owner,Petrol,Manual,Mileage17.0 kmpl,Engine1591 CC,Max Power121.3 bhp,Seats5
12461,Volkswagen Vento Diesel Comfortline,3.05 Lakh*,,2013,Individual,"72,600 kms",First Owner,Diesel,Manual,Mileage20.54 kmpl,Engine1598 CC,Max Power103.6 bhp,Seats5
12462,Maruti Baleno Delta Automatic,7 Lakh*,New Car (On-Road Price) : Rs.6.68-10.42 Lakh*,2018,Dealer,"15,000 kms",First Owner,Petrol,Automatic,Mileage21.4 kmpl,Engine1197 CC,Max Power83.1 bhp,Seats5
12463,Volkswagen Vento 1.6 Highline,4.65 Lakh*,New Car (On-Road Price) : Rs.10.12-16.08 Lakh*,2014,Dealer,"59,484 kms",First Owner,Petrol,Manual,Mileage15.04 kmpl,Engine1598 CC,Max Power103.2 bhp,Seats5
12464,Maruti Swift Dzire VXI,4.5 Lakh*,New Car (On-Road Price) : Rs.6.56-10.04 Lakh*,2015,Dealer,"57,429 kms",First Owner,Petrol,Manual,Mileage19.1 kmpl,Engine1197 CC,Max Power85.8 bhp,Seats5
12465,Mercedes-Benz GLA Class Facelift,20 Lakh*,,2015,Dealer,"20,000 kms",First Owner,Diesel,Automatic,,Engine2143 CC,Max Power136 bhp,Seats5
12466,Hyundai Creta 1.6 CRDi SX Option,10.5 Lakh*,New Car (On-Road Price) : Rs.11.70-19.75 Lakh*,2017,Individual,"1,10,000 kms",First Owner,Diesel,Manual,Mileage19.67 kmpl,Engine1582 CC,Max Power126.2 bhp,Seats5
12467,Hyundai Grand i10 Magna,4.9 Lakh*,New Car (On-Road Price) : Rs.6.48-6.57 Lakh*,2019,Dealer,"11,000 kms",First Owner,Petrol,Manual,Mileage18.9 kmpl,Engine1197 CC,Max Power81.86 bhp,Seats5
12468,Maruti Ertiga ZDI Plus,4.5 Lakh*,,2013,Individual,"90,000 kms",First Owner,Diesel,Manual,Mileage20.77 kmpl,Engine1248 CC,Max Power88.8 bhp,Seats7
12469,Honda City i VTEC CVT SV,6.5 Lakh*,New Car (On-Road Price) : Rs.12.68-16.80 Lakh*,2015,Dealer,"80,484 kms",First Owner,Petrol,Automatic,Mileage18.0 kmpl,Engine1497 CC,Max Power117.3 bhp,Seats5
12470,Mercedes-Benz C-Class 220 CDI AT,14.75 Lakh*,New Car (On-Road Price) : Rs.51.30-64.08 Lakh*,2014,Dealer,"75,000 kms",First Owner,Diesel,Automatic,Mileage14.84 kmpl,Engine2143 CC,Max Power170 bhp,Seats5
12471,Maruti Swift Dzire AMT VXI,5.9 Lakh*,New Car (On-Road Price) : Rs.6.53-9.95 Lakh*,2017,Dealer,"55,000 kms",First Owner,Petrol,Automatic,Mileage21.21 kmpl,Engine1197 CC,Max Power81.80 bhp,Seats5
12472,Hyundai Grand i10 Magna,4.25 Lakh*,New Car (On-Road Price) : Rs.6.48-6.57 Lakh*,2016,Dealer,"54,540 kms",First Owner,Petrol,Manual,Mileage18.9 kmpl,Engine1197 CC,Max Power82 bhp,Seats5
12473,MG Hector Sharp AT BSIV,17.25 Lakh*,New Car (On-Road Price) : Rs.14.96-20.73 Lakh*,2019,Dealer,"13,000 kms",First Owner,Petrol,Automatic,Mileage13.96 kmpl,Engine1451 CC,Max Power141 bhp,Seats5
12474,Ford Ecosport 2015-2021 1.5 TDCi Titanium BSIV,4.5 Lakh*,New Car (On-Road Price) : Rs.10.14-13.79 Lakh*,2015,Individual,"80,000 kms",First Owner,Diesel,Manual,Mileage22.77 kmpl,Engine1498 CC,Max Power98.59 bhp,Seats5
12475,Tata Indica eLX,1 Lakh*,,2011,Individual,"70,000 kms",First Owner,Diesel,Manual,Mileage25.0 kmpl,Engine1396 CC,Max Power69 bhp,Seats5
12476,Honda Mobilio S i VTEC,5.15 Lakh*,,2015,Dealer,"66,000 kms",First Owner,Petrol,Manual,Mileage17.3 kmpl,Engine1497 CC,Max Power117.3 bhp,Seats7
12477,Maruti Swift Dzire LXI 1.2 BS IV,4.5 Lakh*,New Car (On-Road Price) : Rs.6.53-9.95 Lakh*,2016,Dealer,"64,000 kms",First Owner,Petrol,Manual,Mileage22.0 kmpl,Engine1197 CC,Max Power81.80 bhp,Seats5
12478,Toyota Corolla Altis G,5.59 Lakh*,,2014,Dealer,"61,200 kms",First Owner,Petrol,Manual,Mileage14.53 kmpl,Engine1798 CC,Max Power138.1 bhp,Seats5
12479,Toyota Corolla Altis D-4D G,4 Lakh*,,2012,Dealer,"60,000 kms",First Owner,Diesel,Manual,Mileage21.43 kmpl,Engine1364 CC,Max Power87.2 bhp,Seats5
12480,Ford Ecosport 1.5 DV5 MT Titanium,4.8 Lakh*,New Car (On-Road Price) : Rs.10.14-13.79 Lakh*,2013,Dealer,"47,754 kms",First Owner,Diesel,Manual,Mileage22.7 kmpl,Engine1498 CC,Max Power89.84 bhp,Seats5
12481,Maruti Wagon R VXI,2.9 Lakh*,New Car (On-Road Price) : Rs.5.11-6.79 Lakh*,2014,Dealer,"86,461 kms",First Owner,Petrol,Manual,Mileage20.51 kmpl,Engine998 CC,Max Power67.04 bhp,Seats5
12482,Renault KWID RXL,3 Lakh*,,2018,Dealer,"40,746 kms",First Owner,Petrol,Manual,Mileage25.17 kmpl,Engine799 CC,Max Power53.3 bhp,Seats5
12483,Hyundai i20 2015-2017 Sportz 1.2,6.5 Lakh*,New Car (On-Road Price) : Rs.8.03-13.41 Lakh*,2017,Dealer,"31,000 kms",First Owner,Petrol,Manual,Mileage18.6 kmpl,Engine1197 CC,Max Power81.83 bhp,Seats5
12484,Ford Figo Diesel Celebration Edition,2.35 Lakh*,New Car (On-Road Price) : Rs.8.62-9.29 Lakh*,2013,Dealer,"44,000 kms",First Owner,Diesel,Manual,Mileage20.0 kmpl,Engine1399 CC,Max Power68.1 bhp,Seats5
12485,Hyundai Venue S Diesel,9 Lakh*,New Car (On-Road Price) : Rs.9.79-14.05 Lakh*,2019,Dealer,"21,000 kms",First Owner,Diesel,Manual,Mileage23.7 kmpl,Engine1493 CC,Max Power98.6 bhp,Seats5
12486,Hyundai Santa Fe 4WD AT,16.5 Lakh*,,2016,Dealer,"49,000 kms",First Owner,Diesel,Automatic,Mileage13.01 kmpl,Engine2199 CC,Max Power194.3 bhp,Seats7
12487,Maruti Baleno Delta,6 Lakh*,New Car (On-Road Price) : Rs.6.68-10.42 Lakh*,2018,Dealer,"23,000 kms",First Owner,Petrol,Manual,Mileage21.01 kmpl,Engine1197 CC,Max Power81.80 bhp,Seats5
12488,Mercedes-Benz C-Class C 200 Kompressor Elegance AT,12.75 Lakh*,New Car (On-Road Price) : Rs.47.62-1.60 Cr*,2012,Dealer,"63,000 kms",First Owner,Petrol,Automatic,Mileage11.74 kmpl,Engine1796 CC,Max Power186 bhp,Seats5
12489,Hyundai Venue SX Dual Tone Turbo,8.75 Lakh*,,2019,Dealer,"17,000 kms",First Owner,Petrol,Manual,Mileage18.27 kmpl,Engine998 CC,Max Power118.35 bhp,Seats5
12490,Honda City S,3.5 Lakh*,New Car (On-Road Price) : Rs.12.66-16.77 Lakh*,2012,Individual,"1,00,000 kms",First Owner,Petrol,Manual,Mileage16.8 kmpl,Engine1497 CC,Max Power116.4 bhp,Seats5
12491,Hyundai Xcent 1.1 CRDi S,2.85 Lakh*,,2014,Dealer,"65,000 kms",First Owner,Diesel,Manual,Mileage24.4 kmpl,Engine1120 CC,Max Power71 bhp,Seats5
12492,Nissan Micra XL,2.9 Lakh*,,2012,Dealer,"46,000 kms",First Owner,Petrol,Manual,Mileage18.06 kmpl,Engine1198 CC,Max Power75 bhp,Seats5
12493,Honda Brio S MT,2.9 Lakh*,,2013,Dealer,"28,000 kms",First Owner,Petrol,Manual,Mileage19.4 kmpl,Engine1198 CC,Max Power86.8 bhp,Seats5
12494,Maruti Swift AMT VXI BSIV,5.95 Lakh*,New Car (On-Road Price) : Rs.6.08-9.07 Lakh*,2018,Dealer,"35,759 kms",First Owner,Petrol,Automatic,Mileage22.0 kmpl,Engine1197 CC,Max Power81.80 bhp,Seats5
12495,Maruti Ignis Sigma,4.65 Lakh*,New Car (On-Road Price) : Rs.5.59-8.42 Lakh*,2017,Dealer,"30,000 kms",First Owner,Petrol,Manual,Mileage20.89 kmpl,Engine1197 CC,Max Power81.80 bhp,Seats5
12496,Honda City V MT,7.65 Lakh*,New Car (On-Road Price) : Rs.12.68-16.80 Lakh*,2017,Dealer,"50,000 kms",First Owner,Petrol,Manual,Mileage17.4 kmpl,Engine1497 CC,Max Power117.6 bhp,Seats5
12497,Mercedes-Benz C-Class C 220 CDI Avantgarde,13.49 Lakh*,New Car (On-Road Price) : Rs.51.30-64.08 Lakh*,2014,Dealer,"60,004 kms",First Owner,Diesel,Automatic,Mileage19.27 kmpl,Engine2143 CC,Max Power170 bhp,Seats5
12498,Chevrolet Beat LS,1.85 Lakh*,,2012,Dealer,"34,000 kms",First Owner,Petrol,Manual,Mileage18.6 kmpl,Engine1199 CC,Max Power79.4 bhp,Seats5
12499,Volvo S60 D5 Summum,14.65 Lakh*,,2014,Dealer,"55,000 kms",First Owner,Diesel,Automatic,Mileage13.2 kmpl,Engine2400 CC,Max Power215 bhp,Seats5
12500,Mercedes-Benz E-Class E 200 CGI,10.7 Lakh*,,2011,Dealer,"83,000 kms",First Owner,Petrol,Automatic,Mileage12.0 kmpl,Engine1991 CC,Max Power184 bhp,Seats5
12501,Hyundai Santa Fe 4WD AT,5.95 Lakh*,,2012,Dealer,"62,000 kms",First Owner,Diesel,Automatic,Mileage13.01 kmpl,Engine2199 CC,Max Power194.3 bhp,Seats7
12502,Ford Ecosport 2015-2021 Signature Edition Diesel BSIV,9.5 Lakh*,New Car (On-Road Price) : Rs.10.14-13.79 Lakh*,2018,Dealer,"19,000 kms",First Owner,Diesel,Manual,Mileage23.0 kmpl,Engine1498 CC,Max Power98.96 bhp,Seats5
12503,Mahindra KUV100 NXT G80 K6 Plus,4.1 Lakh*,,2018,Dealer,"30,300 kms",First Owner,Petrol,Manual,Mileage18.15 kmpl,Engine1198 CC,Max Power82 bhp,Seats6
12504,Skoda Superb LK 1.8 TSI AT,16.75 Lakh*,New Car (On-Road Price) : Rs.35.37-38.27 Lakh*,2016,Dealer,"80,260 kms",First Owner,Petrol,Automatic,Mileage14.67 kmpl,Engine1798 CC,Max Power177.46 bhp,Seats5
12505,Honda WR-V i-VTEC VX,8.49 Lakh*,New Car (On-Road Price) : Rs.9.60-10.91 Lakh*,2018,Dealer,"10,000 kms",First Owner,Petrol,Manual,Mileage17.5 kmpl,Engine1199 CC,Max Power88.7 bhp,Seats5
12506,Maruti Swift LDI BSIV,3.65 Lakh*,,2014,Dealer,"42,000 kms",First Owner,Diesel,Manual,Mileage25.2 kmpl,Engine1248 CC,Max Power74 bhp,Seats5
12507,Ford Ecosport 1.5 DV5 MT Trend,4.65 Lakh*,New Car (On-Road Price) : Rs.10.14-13.79 Lakh*,2014,Dealer,"62,091 kms",First Owner,Diesel,Manual,Mileage22.7 kmpl,Engine1498 CC,Max Power89.84 bhp,Seats5
12508,Maruti Ciaz VDi Plus,5 Lakh*,,2015,Individual,"90,000 kms",First Owner,Diesel,Manual,Mileage26.21 kmpl,Engine1248 CC,Max Power88.5 bhp,Seats5
12509,Hyundai i10 Sportz AT,3 Lakh*,,2012,Dealer,"47,000 kms",First Owner,Petrol,Automatic,Mileage16.95 kmpl,Engine1197 CC,Max Power78.9 bhp,Seats5
12510,Maruti Baleno Delta Automatic,6 Lakh*,New Car (On-Road Price) : Rs.6.77-10.55 Lakh*,2017,Dealer,"36,000 kms",First Owner,Petrol,Automatic,Mileage21.4 kmpl,Engine1197 CC,Max Power83.1 bhp,Seats5
12511,Hyundai Creta 1.4 CRDi S Plus,7.75 Lakh*,New Car (On-Road Price) : Rs.12.37-20.59 Lakh*,2016,Individual,"40,000 kms",First Owner,Diesel,Manual,Mileage21.38 kmpl,Engine1396 CC,Max Power88.7 bhp,Seats5
12512,Renault Duster 85PS Diesel RxL Optional,4.4 Lakh*,,2015,Dealer,"56,000 kms",First Owner,Diesel,Manual,Mileage20.46 kmpl,Engine1461 CC,Max Power83.8 bhp,Seats5
12513,Honda City i VTEC CVT VX,8.7 Lakh*,New Car (On-Road Price) : Rs.12.68-16.80 Lakh*,2016,Dealer,"25,000 kms",First Owner,Petrol,Automatic,Mileage18.0 kmpl,Engine1497 CC,Max Power117.3 bhp,Seats5
12514,Toyota Camry Hybrid,19.95 Lakh*,New Car (On-Road Price) : Rs.45.00 Lakh*,2016,Dealer,"85,000 kms",First Owner,Petrol,Automatic,Mileage19.16 kmpl,Engine2494 CC,Max Power158.2 bhp,Seats5
12515,Maruti Dzire VXI,4.52 Lakh*,New Car (On-Road Price) : Rs.6.53-9.95 Lakh*,2015,Dealer,"54,500 kms",First Owner,Petrol,Manual,Mileage23.26 kmpl,Engine1197 CC,Max Power88.50 bhp,Seats5
12516,Maruti Swift VXI,5.75 Lakh*,New Car (On-Road Price) : Rs.6.04-8.98 Lakh*,2018,Trustmark Dealer,"20,002 kms",First Owner,Petrol,Manual,Mileage22.0 kmpl,Engine1197 CC,Max Power81.80 bhp,Seats5
12517,Honda Amaze VX CVT Diesel BSIV,9 Lakh*,New Car (On-Road Price) : Rs.8.77-11.37 Lakh*,2019,Dealer,"11,000 kms",First Owner,Diesel,Automatic,Mileage23.8 kmpl,Engine1498 CC,Max Power78.9 bhp,Seats5
12518,Maruti Alto K10 2010-2014 VXI,2.3 Lakh*,,2013,Dealer,"13,910 kms",First Owner,Petrol,Manual,Mileage20.92 kmpl,Engine998 CC,Max Power67.1 bhp,Seats5
12519,Maruti Wagon R Stingray VXI,3.47 Lakh*,,2015,Dealer,"79,855 kms",First Owner,Petrol,Manual,Mileage20.51 kmpl,Engine998 CC,Max Power67.04 bhp,Seats5
12520,Kia Seltos HTK Plus AT D,15.25 Lakh*,New Car (On-Road Price) : Rs.12.70-20.91 Lakh*,2020,Dealer,"9,000 kms",First Owner,Diesel,Automatic,Mileage17.8 kmpl,Engine1493 CC,Max Power113.4 bhp,Seats5
12521,Honda Brio S MT,3.1 Lakh*,,2013,Dealer,"7,103 kms",First Owner,Petrol,Manual,Mileage19.4 kmpl,Engine1198 CC,Max Power86.8 bhp,Seats5
12522,Maruti Omni CNG,1.6 Lakh*,,2014,Individual,"90,000 kms",First Owner,CNG,Manual,Mileage10.9 km/kg,Engine796 CC,,Seats8
12523,Tata Nexon 1.2 Revotron XZA Plus DualTone,8.95 Lakh*,New Car (On-Road Price) : Rs.8.48-13.72 Lakh*,2018,Dealer,"9,000 kms",First Owner,Petrol,Automatic,Mileage17.0 kmpl,Engine1198 CC,Max Power108.5 bhp,Seats5
12524,Mercedes-Benz GL-Class 43 AMG Coupe,60 Lakh*,New Car (On-Road Price) : Rs.66.01 Lakh*,2018,Dealer,"15,000 kms",First Owner,Petrol,Automatic,Mileage11.5 kmpl,Engine2996 CC,Max Power362 bhp,Seats5
12525,BMW 1 Series 118d Sport Plus,9.7 Lakh*,,2013,Dealer,"64,000 kms",First Owner,Diesel,Automatic,Mileage20.58 kmpl,Engine1995 CC,Max Power143 bhp,Seats5
12526,Ford Ecosport 2015-2021 1.5 Petrol Titanium BSIV,7.85 Lakh*,New Car (On-Road Price) : Rs.9.25-13.11 Lakh*,2017,Individual,"15,800 kms",First Owner,Petrol,Manual,Mileage17.0 kmpl,Engine1497 CC,Max Power121.31 bhp,Seats5
12527,Maruti Alto LX BSII,1.2 Lakh*,,2011,Dealer,"22,500 kms",First Owner,Petrol,Manual,Mileage19.7 kmpl,Engine796 CC,Max Power46.3 bhp,Seats5
12528,Hyundai Creta 1.4 CRDi Base,7.5 Lakh*,New Car (On-Road Price) : Rs.11.70-19.75 Lakh*,2016,Dealer,"63,000 kms",First Owner,Diesel,Manual,Mileage21.38 kmpl,Engine1396 CC,Max Power88.7 bhp,Seats5
12529,Maruti Alto LXi BSIII,"85,000*",,2006,Individual,"20,000 kms",First Owner,Petrol,Manual,Mileage19.7 kmpl,Engine796 CC,Max Power46.3 bhp,Seats5
12530,Maruti Swift VXI 2018,5.25 Lakh*,New Car (On-Road Price) : Rs.6.08-9.07 Lakh*,2018,Dealer,"16,000 kms",First Owner,Petrol,Manual,Mileage22.0 kmpl,Engine1197 CC,Max Power81.80 bhp,Seats5
